rank;artistId;artistsName;trackTitle;track_id;;;;;;;;;;;;;;
647;886727;Andrew Belle;Pieces (Hushed);21391382;;;;;;;;;;;;;;
648;6774682;Miyagi & Andy Panda;Utopia;64351321;;;;;;;;;;;;;;
649;9987979\v13836822\v17547830;ONEIL, KANVISE, Ben Plum;Ocean Drive;107871586;;;;;;;;;;;;;;
650;11176922;J-VAD;Do Not Sit;107338094;;;;;;;;;;;;;;
651;430680;Иванушки International;Тополиный пух;2216425;;;;;;;;;;;;;;
652;7137362;Lustova;Нечем дышать;106447943;;;;;;;;;;;;;;
653;11567030;omgkirby;sweater weather - slowed + reverb;99552406;;;;;;;;;;;;;;
654;11228262;Jani Beats;Ke Harru;102298220;;;;;;;;;;;;;;
655;10794972\v10794968\v10966600;KILLTEQ, D.HASH, Tomas Nevergreen;Since You Been Gone;101605125;;;;;;;;;;;;;;
656;1836607;Nicholas Britell;Adagio in C Minor;55217171;;;;;;;;;;;;;;
657;8397072;escape;escape;95724797;;;;;;;;;;;;;;
658;4545156;Loqiemean;Солнечная Сторона;50827112;;;;;;;;;;;;;;
659;323672\v4445076;Burak Yeter, Danelle Sandoval;Tuesday;29569939;;;;;;;;;;;;;;
660;;;;107429485;;;;;;;;;;;;;;
661;3815592;Lucas Estrada;Come Back;90259190;;;;;;;;;;;;;;
662;3609329;Chris Snelling;River Flows in You;23856627;;;;;;;;;;;;;;
663;1636897;MOT;Соло;39174039;;;;;;;;;;;;;;
664;7483807\v10709723;Tanir & Tyomcha, Osphene;Захочешь уйти;76430261;;;;;;;;;;;;;;
665;3928537;Эллаи;Я не перестану;90522959;;;;;;;;;;;;;;
666;7251201;Xcho;Ты и Я;103279536;;;;;;;;;;;;;;
667;4043986;Ярослав Евдокимов;Фантазер;93072400;;;;;;;;;;;;;;
668;666984;Artik & Asti;Бла Бла;79071658;;;;;;;;;;;;;;
669;5098446;ANIVAR;Зачем без любви;92026054;;;;;;;;;;;;;;
670;8366668;RYZE;Белый мотылёк;63441845;;;;;;;;;;;;;;
671;241945\v4465783;Andy Panda, Miyagi;Endorphin;59279952;;;;;;;;;;;;;;
672;4612406;The Cancel;Look of Love;68126896;;;;;;;;;;;;;;
673;6227191;NOLA;NЕМОЙ;99808945;;;;;;;;;;;;;;
674;6412640\v7494974;mell-ø, Ambulo;Childhood Memories;63492874;;;;;;;;;;;;;;
675;47342;Mr. President;Coco Jamboo;2201018;;;;;;;;;;;;;;
676;164416;Михаил Шуфутинский;Марджанджа;47616630;;;;;;;;;;;;;;
677;12424722;fenekot;Atlantis;107940475;;;;;;;;;;;;;;
678;3892062;MACAN;Кино;64072310;;;;;;;;;;;;;;
679;36800;Linkin Park;Numb;178529;;;;;;;;;;;;;;
680;20795;Pulsedriver;Kiss so Deadly;74851351;;;;;;;;;;;;;;
681;7554372\v7554371\v7752410;Ямаджи, Фейджи, Ramzan Abitov;Минимум;73651075;;;;;;;;;;;;;;
682;233560;Аида Ведищева;Песенка о медведях;59219798;;;;;;;;;;;;;;
683;7260511\v8323470;Sarah Meow, beaurial;Am I Even Human;83137447;;;;;;;;;;;;;;
684;721580\v2719205;Jochen Pash, Josée Hurlock;Keep on Trying;59347961;;;;;;;;;;;;;;
685;454026\v8952550;Bahh Tee, Turken;Фантазия;108380458;;;;;;;;;;;;;;
686;4525928;Oliver Tree;Life Goes On;84010387;;;;;;;;;;;;;;
687;9987979;ONEIL;Destination;66365635;;;;;;;;;;;;;;
688;5885296;The Limba;Обманула;43526662;;;;;;;;;;;;;;
689;7840940;Idris & Leos;Вечер пятницы;84792523;;;;;;;;;;;;;;
690;6467364;NЮ;Ночи горят огнём;86576034;;;;;;;;;;;;;;
691;593952;T-killah;Гречка мартини;65095074;;;;;;;;;;;;;;
692;8736952\v7990841;Hafex, Edmofo;Intihask;83666160;;;;;;;;;;;;;;
693;427140\v161247;VAVAN, Руки Вверх!;Ай-яй-яй;80195029;;;;;;;;;;;;;;
694;404281;LOBODA;Родной;78804882;;;;;;;;;;;;;;
695;8812067\v9156392;Канги, Galust;Голова;107555831;;;;;;;;;;;;;;
696;6043;Sia;Snowman;37817910;;;;;;;;;;;;;;
697;3018605\v191634;Dynoro, Gigi D'Agostino;In My Mind;39257277;;;;;;;;;;;;;;
698;26046;Maroon 5;Animals;19009110;;;;;;;;;;;;;;
699;6767066\v593952;MIA BOYKA, T-killah;Лепесток;76462513;;;;;;;;;;;;;;
700;1554548;Dabro;На крыше;73151710;;;;;;;;;;;;;;
701;27605;Thomas Newman;Angela Undress;796229;;;;;;;;;;;;;;
702;7325792;Max Fane;No More Fight;91188169;;;;;;;;;;;;;;
703;8584695;yaeow;always, and forever (with my little sister);90290203;;;;;;;;;;;;;;
704;26931;Amy Macdonald;This Is The Life;65765;;;;;;;;;;;;;;
705;5313769\v6928538;pyrokinesis, МУККА;Днями-ночами;63606604;;;;;;;;;;;;;;
706;6290854;Strange;Зависай;44032369;;;;;;;;;;;;;;
707;41050;Танцы Минус;Цветут цветы;27317895;;;;;;;;;;;;;;
708;6090713;Olivia Addams;Stranger;80088505;;;;;;;;;;;;;;
709;190602;5sta family;Зачем;34843416;;;;;;;;;;;;;;
710;34998\v771652\v1417253;Major Lazer, DJ Snake, MØ;Lean On;22020621;;;;;;;;;;;;;;
711;3617060;Sary;Starlight Dancing;84182439;;;;;;;;;;;;;;
712;1111457;Inossi;Wanna Go;94595557;;;;;;;;;;;;;;
713;7840940;Idris & Leos;Я тебя искал;88033574;;;;;;;;;;;;;;
714;7572362;Cvetocek7;Запомню твои глаза;106258320;;;;;;;;;;;;;;
715;5756700;Liza Evans;Родная;96687475;;;;;;;;;;;;;;
716;3753587\v4163023\v2828193;Vanotek, Eneli, Slider & Magnit;Tell Me Who;35279525;;;;;;;;;;;;;;
717;201638;Luxor;Кайфуй;73007555;;;;;;;;;;;;;;
718;4944386;Mary Gu;Вечеринки;79985188;;;;;;;;;;;;;;
719;9987979\v7092474;ONEIL, FILV;Desire;74137157;;;;;;;;;;;;;;
720;6774682;Miyagi & Andy Panda;All the Time;75478477;;;;;;;;;;;;;;
721;6236091;Slavik Pogosov;Лететь как птица;73959005;;;;;;;;;;;;;;
722;156427;Звери;До скорой встречи!;17563796;;;;;;;;;;;;;;
723;5548288;ХАБИБ;На 4 этаже;91128346;;;;;;;;;;;;;;
724;5839186;Асия;Как ты там;84215871;;;;;;;;;;;;;;
725;5487488;Pascal. Amen;Feel It Still;38227114;;;;;;;;;;;;;;
726;5007577;Zivert;DEL MAR;86857316;;;;;;;;;;;;;;
727;7662200\v6816666;airshade, hypertenshi;late;75808728;;;;;;;;;;;;;;
728;10771138;The Wellermen;Wellerman;76978707;;;;;;;;;;;;;;
729;5707017;Алексей Марковников;Две тысячи баксов;39632975;;;;;;;;;;;;;;
730;1052851;Helion;Make Lemonade;79446322;;;;;;;;;;;;;;
731;10530774;Dame Dame;This Is What You Came For;79777125;;;;;;;;;;;;;;
732;5733065\v2686299;RASA, kavabanga Depo kolibri;Фиолетово;51678915;;;;;;;;;;;;;;
733;752230\v2750215;Timmy Trumpet, Savage;Freaks;18385776;;;;;;;;;;;;;;
734;5623775;Elenoir;Wrong Party;63783589;;;;;;;;;;;;;;
735;5098446;ANIVAR;Украду;46104677;;;;;;;;;;;;;;
736;6222019;Palina;Месяц;72910684;;;;;;;;;;;;;;
737;2372877;Liam Thomas;It Was Different;49023846;;;;;;;;;;;;;;
738;5885296\v4356483;The Limba, Andro;X.O;66207528;;;;;;;;;;;;;;
739;542435;Alem;Неболей (cover);106254324;;;;;;;;;;;;;;
740;10233831;fzzl;Fukk Sleep;72872330;;;;;;;;;;;;;;
741;3753\v360056;Don Omar, Lucenzo;Danza Kuduro;1706563;;;;;;;;;;;;;;
742;8947630;Luverance;Падали звёзды;108202309;;;;;;;;;;;;;;
743;3437586\v11386345\v11386347;Turn Up, Turn up baby, when I turn it on;Rose Mezcla;81054482;;;;;;;;;;;;;;
744;6467364;NЮ;Белые ночи;68791548;;;;;;;;;;;;;;
745;6914440\v4439056;ANIKV, SALUKI;Меня не будет;63589631;;;;;;;;;;;;;;
746;5297102\v5081161\v4163023;Andrew Dum, Gon Haziri, Eneli;Bittersweet;63811005;;;;;;;;;;;;;;
747;666984;Artik & Asti;Очень очень;23468160;;;;;;;;;;;;;;
748;36800;Linkin Park;What I've Done;170252;;;;;;;;;;;;;;
749;756987;T1One;Берега попутала;85766057;;;;;;;;;;;;;;
750;6473848;BODIEV;Караван;88719628;;;;;;;;;;;;;;
751;975699;Макс Корж;Жить в кайф;32038184;;;;;;;;;;;;;;
752;206192;Marcus Layton;Fairytale Gone Bad;65925473;;;;;;;;;;;;;;
753;8173530;Synthwave Nation;Tron 1982 - New Retro Wave;59566233;;;;;;;;;;;;;;
754;4728559;ELMAN;Атлантида;87356882;;;;;;;;;;;;;;
755;212499;Above & Beyond;Homecoming;55310658;;;;;;;;;;;;;;
756;10181860;Akmal';Вдоль дорог;95795649;;;;;;;;;;;;;;
757;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;Suga Suga;87649323;;;;;;;;;;;;;;
758;41052;Король и Шут;Дурак и молния;29238706;;;;;;;;;;;;;;
759;5666118;IVAN VALEEV;Novella;41225455;;;;;;;;;;;;;;
760;3727329;Alex Lustig;Stardust;56648981;;;;;;;;;;;;;;
761;8025895;ГУДЗОН;Бамбина;73591123;;;;;;;;;;;;;;
762;3054279\v168638;Наргиз, Максим Фадеев;Вдвоём;49584675;;;;;;;;;;;;;;
763;16852936;Tefixd;Wait a Minute Speed;105170475;;;;;;;;;;;;;;
764;1185458\v3458218;Robin Schulz, Francesco Yates;Sugar;24427965;;;;;;;;;;;;;;
765;8025895;ГУДЗОН;Едем на машине;63864540;;;;;;;;;;;;;;
766;1438\v1387223;Lady Gaga, Bradley Cooper;Shallow;43765066;;;;;;;;;;;;;;
767;257461;JONY;Ты пари;69898873;;;;;;;;;;;;;;
768;67165;EDX;Neptune;57824866;;;;;;;;;;;;;;
769;4771221\v1331350;Y.V.E. 48, Loé;Alone with You;56057750;;;;;;;;;;;;;;
770;4939097;Tim Schaufert;Temporary;80828456;;;;;;;;;;;;;;
771;1555742;Олег Кензов;По кайфу;56312027;;;;;;;;;;;;;;
772;9765041\v7092474;SuB Zer0, FILV;Moonlight;85484230;;;;;;;;;;;;;;
773;41213;7Б;Молодые ветра;31105795;;;;;;;;;;;;;;
774;3441124;Gilead;Black Winter Day;25591259;;;;;;;;;;;;;;
775;11567030;omgkirby;cause it's too cold;99548476;;;;;;;;;;;;;;
776;1577301;Ambassador;Popping;107621364;;;;;;;;;;;;;;
777;165099;Пропаганда;Мелом;23616681;;;;;;;;;;;;;;
778;722467;MONATIK;Кружит;29221728;;;;;;;;;;;;;;
779;9617142;ooes;ночь;81002414;;;;;;;;;;;;;;
780;618427\v13015318\v13015319;K.Flay, xxtristanxo, Slowed Radio;High Enough;96117240;;;;;;;;;;;;;;
781;218071;Ночные Снайперы;секунду назад;59735856;;;;;;;;;;;;;;
782;42523;Юта;Жили-были;23313331;;;;;;;;;;;;;;
783;6412640\v7494974;mell-ø, Ambulo;Solace;63492876;;;;;;;;;;;;;;
784;3799532;Sevak;Жди меня там;64718486;;;;;;;;;;;;;;
785;5733065;RASA;Баловать;66953320;;;;;;;;;;;;;;
786;4425879;Betta Lemme;Ce Soir;81797263;;;;;;;;;;;;;;
787;6119595;VERBEE;Вечно молодым;82786007;;;;;;;;;;;;;;
788;4944386;Mary Gu;Калифорния;107551905;;;;;;;;;;;;;;
789;1401151;Hozier;Take Me To Church;17079396;;;;;;;;;;;;;;
790;7898;Demis Roussos;From Souvenirs To Souvenirs;804248;;;;;;;;;;;;;;
791;41191\v3246342\v159003\v2962264\v1561890\v2618493;Баста, Скриптонит, Диана Арбенина, Сергей Бобунец, SunSay, Ант;Сансара;48591706;;;;;;;;;;;;;;
792;777567\v667875;Elektrik Disko, Jolyon Petch;Tell Me Why;81667643;;;;;;;;;;;;;;
793;725361\v3457369;Whiteout, Denis Kenzo;About You;108106532;;;;;;;;;;;;;;
794;2044548;Cameron Grey;I Want It All (Clean);78868156;;;;;;;;;;;;;;
795;1075444;Денис Клявер;Тебя удача найдёт;75111792;;;;;;;;;;;;;;
796;233939;Звонкий;Голоса;43716993;;;;;;;;;;;;;;
797;3292790;Мари Краймбрери;Мне так хорошо;55590497;;;;;;;;;;;;;;
798;293637\v293973\v320802;Urselle, Dual Sessions, DJ Style;Beautiful Life;85383631;;;;;;;;;;;;;;
799;6119595;VERBEE;Бокал вина;66538522;;;;;;;;;;;;;;
800;8742157;JAWNY;Honeypie;51975785;;;;;;;;;;;;;;
801;2641320;Milky Chance;Stolen Dance;68321763;;;;;;;;;;;;;;
802;5850853;Konfuz;Ранила меня;74642634;;;;;;;;;;;;;;
803;666984;Artik & Asti;Буду одна;87659103;;;;;;;;;;;;;;
804;1672579;Tolan Shaw;Gold;58306159;;;;;;;;;;;;;;
805;975699;Макс Корж;Небо поможет нам;32030701;;;;;;;;;;;;;;
806;3398304;Реднакси;Отпускаю;105496546;;;;;;;;;;;;;;
807;2971741;Вячеслав Быков;Любимая моя;19544625;;;;;;;;;;;;;;
808;161247;Руки Вверх!;Крошка моя;81276413;;;;;;;;;;;;;;
809;3305100;Tim McMorris;Life Is Beautiful;20678364;;;;;;;;;;;;;;
810;10312729\v10006969\v319533;JKRS, Cammy, ECHO;Home;92461663;;;;;;;;;;;;;;
811;116535;Kai Engel;Summer Days;52967846;;;;;;;;;;;;;;
812;5583666\v13474678;Robert Cristian, Alis Shuka;In The End;106843443;;;;;;;;;;;;;;
813;7471035;FONARI;Выйду на балкон;107105572;;;;;;;;;;;;;;
814;12000850;Falxce;Blow With The Hoe;95589116;;;;;;;;;;;;;;
815;12139441;Lordehill;Hotline Miami;97918093;;;;;;;;;;;;;;
816;158511;Сектор Газа;Пора домой;17198341;;;;;;;;;;;;;;
817;41114;Би-2;Компромисс;19174962;;;;;;;;;;;;;;
818;218237;Демо;Солнышко;36041535;;;;;;;;;;;;;;
819;188974;Браво;Этот город;25861605;;;;;;;;;;;;;;
820;427140;VAVAN;Субботним вечером;107947363;;;;;;;;;;;;;;
821;41075;КИНО;Кончится лето;38633756;;;;;;;;;;;;;;
822;1033565\v79728;Alok, Nonô;Sky High;96701560;;;;;;;;;;;;;;
823;4987999;Spoiled Coffee;Chicago Nights (Reissue);96084925;;;;;;;;;;;;;;
824;7723814;просто Лера;Лютики;70694030;;;;;;;;;;;;;;
825;8808845;Sad Night Dynamite;Spendin Money;63076914;;;;;;;;;;;;;;
826;5733065;RASA;Алые-алые;60339402;;;;;;;;;;;;;;
827;2915698;Игорь Скляр;Комарово;36816378;;;;;;;;;;;;;;
828;41222\v5568109;ВИА ГРА, Вахтанг;У меня появился другой;37002246;;;;;;;;;;;;;;
829;10913494;Bakr;Вредина;105343746;;;;;;;;;;;;;;
830;1460624;Владимир Пресняков;Странная;68681597;;;;;;;;;;;;;;
831;9262;Nirvana;Smells Like Teen Spirit;53404;;;;;;;;;;;;;;
832;8167241;Султан Лагучев;Между нами война;83501114;;;;;;;;;;;;;;
833;7092473;VINIVILLA;At the Sky;79675796;;;;;;;;;;;;;;
834;11872827\v5007577;LYRIQ, Zivert;После меня;104256703;;;;;;;;;;;;;;
835;1438;Lady Gaga;Poker Face;81561;;;;;;;;;;;;;;
836;13843210;onimanxd;BULLET;106844216;;;;;;;;;;;;;;
837;161247;Руки Вверх!;Он тебя целует;36016759;;;;;;;;;;;;;;
838;6551861;longlost;I Hate Everything About You;71954011;;;;;;;;;;;;;;
839;972;Michael Jackson;Billie Jean;628727;;;;;;;;;;;;;;
840;5614108;DSPRITE;Погоди;95424041;;;;;;;;;;;;;;
841;666920;PSY;Gangnam Style;5185272;;;;;;;;;;;;;;
842;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;abcdefu;101875890;;;;;;;;;;;;;;
843;666984;Artik & Asti;Девочка, танцуй;62352387;;;;;;;;;;;;;;
844;167042;Кристина Орбакайте;Пьяная вишня;41322847;;;;;;;;;;;;;;
845;6857954;Artem Smile;Девочка зараза;108041359;;;;;;;;;;;;;;
846;15455326;DJariium;Gangster;107970458;;;;;;;;;;;;;;
847;8300495\v11047520;Ева Власова, Сулима;Somebody;105252509;;;;;;;;;;;;;;
848;322795;Lorn;Vestige I;34682999;;;;;;;;;;;;;;
849;36791\v36797\v36701;Gorillaz, Jamie Hewlett, De La Soul;Feel Good Inc.;96079;;;;;;;;;;;;;;
850;4465783;Miyagi;Корабли;53729468;;;;;;;;;;;;;;
851;9617142;ooes;зима;74686614;;;;;;;;;;;;;;
852;14460786;PEGAS;С тобой на Вы;104837188;;;;;;;;;;;;;;
853;8198857;HOLLYFLAME;РАНО ИЛИ ПОЗДНО;71011659;;;;;;;;;;;;;;
854;5548288;ХАБИБ;Ближе;67955186;;;;;;;;;;;;;;
855;6426664;haroinfather;Forever;51061134;;;;;;;;;;;;;;
856;5821608\v756928;Nadi Jaskin, Shamil;Когда я тебя отыскал;92704121;;;;;;;;;;;;;;
857;9528738;Анастасия Сотникова;Не пылаю;108105102;;;;;;;;;;;;;;
858;6538590\v4681134;itssvd, Shiloh Dynasty;i'm lonely now;53720432;;;;;;;;;;;;;;
859;9731637;Гербер;Уляля;87913716;;;;;;;;;;;;;;
860;79215;Queen;The Show Must Go On;2758009;;;;;;;;;;;;;;
861;;;;107446873;;;;;;;;;;;;;;
862;13899760;PXNDORA NXGHTS;EDGE OF INFINITY;105274741;;;;;;;;;;;;;;
863;6963944\v4944386;Dose, Mary Gu;Спасибо;105006678;;;;;;;;;;;;;;
864;16802645;Mao;Встреча-беда;68685921;;;;;;;;;;;;;;
865;5366798\v5996619;Refeci, Michel Fannoun;Dance Monkey;61788488;;;;;;;;;;;;;;
866;159009;Градусы;Голая;2214166;;;;;;;;;;;;;;
867;2429955;Gazan;СУЕТОЛОГ;80711073;;;;;;;;;;;;;;
868;5459809;Пульсы;Просто танцуй;51675655;;;;;;;;;;;;;;
869;5733065;RASA;Двое бывших;103251124;;;;;;;;;;;;;;
870;8650302;Kambulat;Привет;94296022;;;;;;;;;;;;;;
871;15743654;VERVGE;Chernobyl;107101742;;;;;;;;;;;;;;
872;3274387;Alec Benjamin;Let Me Down Slowly;41336630;;;;;;;;;;;;;;
873;4065;Taylor Swift;Shake It Off;19606715;;;;;;;;;;;;;;
874;816919\v6842959;Minelli, Ferki;Rampampam;86743897;;;;;;;;;;;;;;
875;2663391;Lx24;Уголёк;57835859;;;;;;;;;;;;;;
876;6520416;SATV Music;Can't Stop Winning;42488998;;;;;;;;;;;;;;
877;11161384;Green Apelsin;Проклятие русалки;93480503;;;;;;;;;;;;;;
878;5736663;Nebezao;Безумно любил;83394447;;;;;;;;;;;;;;
879;9704644\v9212723;Nessa Barrett, jxdn;la di die;78094569;;;;;;;;;;;;;;
880;942261\v7322380;Lucky Luke, Duke Luke;Game;71937877;;;;;;;;;;;;;;
881;421771\v3827925\v3004;Eric Saade, Filatov & Karas, Gustaf Norén;Wide Awake;29861354;;;;;;;;;;;;;;
882;25443\v6101161\v6267091;Moses, EMR3YGUL, Alexiane;A Million On My Soul;69331814;;;;;;;;;;;;;;
883;798;Creedence Clearwater Revival;Fortunate Son;986;;;;;;;;;;;;;;
884;10941745;SASHA MARNI;Яд на губах;88128772;;;;;;;;;;;;;;
885;5007577;Zivert;Life;45499814;;;;;;;;;;;;;;
886;8812067;Канги;Эйя;74683925;;;;;;;;;;;;;;
887;3292790;Мари Краймбрери;Пряталась в ванной;61694648;;;;;;;;;;;;;;
888;2631145;Dani Corbalan;I'm Sorry;58561824;;;;;;;;;;;;;;
889;3204498;SHAMI;Говорил Бог;108175238;;;;;;;;;;;;;;
890;3799532;Sevak;Километры;81117344;;;;;;;;;;;;;;
891;45303;Panic! At The Disco;House of Memories;26674599;;;;;;;;;;;;;;
892;3119871\v161180\v6040824\v816919;YouNotUs, Willy William, Malik Harris, Minelli;Enchanté;108060736;;;;;;;;;;;;;;
893;4101345;Миша Марвин;Не надо быть сильной;62835716;;;;;;;;;;;;;;
894;523722;Sam Smith;I'm Not The Only One;19044755;;;;;;;;;;;;;;
895;5952;OneRepublic;All The Right Moves;114334;;;;;;;;;;;;;;
896;8349622;WYR GEMI;Desert Vibes;107819126;;;;;;;;;;;;;;
897;9987979\v12515109;ONEIL, Aize;One in a Million;89358499;;;;;;;;;;;;;;
898;6125147;Тима Белорусских;Мокрые кроссы;43052381;;;;;;;;;;;;;;
899;1033565\v8589488;Alok, Alida;Love Again;77450895;;;;;;;;;;;;;;
900;1969823\v4611844;9 грамм, Miyagi & Эндшпиль;Рапапам;29175370;;;;;;;;;;;;;;
901;188209;Indila;Ainsi bas la vida;20634467;;;;;;;;;;;;;;
902;666984;Artik & Asti;Неделимы;34268919;;;;;;;;;;;;;;
903;190602;5sta family;Я буду;3962088;;;;;;;;;;;;;;
904;8435038\v7105576;КИССКОЛД, Dневник Dжессики;Когда ты улыбаешься;77032301;;;;;;;;;;;;;;
905;6132124;ASAMMUELL;Сердце не игрушка;88972962;;;;;;;;;;;;;;
906;5466847;NBSPLV;Inclination;38256155;;;;;;;;;;;;;;
907;7090\v1156;Nelly Furtado, Timbaland;Promiscuous;73345;;;;;;;;;;;;;;
908;2605995;Malrun;Face of the Unknown;15733304;;;;;;;;;;;;;;
909;45347;Panzer;Petrunko;105036881;;;;;;;;;;;;;;
910;734488\v1825739;VIZE, Tom Gregory;Never Let Me Down;64337431;;;;;;;;;;;;;;
911;39556;Bruno Mars;Runaway Baby;2146178;;;;;;;;;;;;;;
912;31218;БАНД'ЭРОС;Про красивую жизнь;43410114;;;;;;;;;;;;;;
913;4356483;Andro;Ночной рейс;52348184;;;;;;;;;;;;;;
914;5506666\v7167897;TRFN, Siadou;Counting Days;92168939;;;;;;;;;;;;;;
915;9679898;Где Фантом?;Я тебя люблю;70408028;;;;;;;;;;;;;;
916;16575265;remember.;Я всё решу (Intro);95341975;;;;;;;;;;;;;;
917;4841426;T-Fest;Улети;48591724;;;;;;;;;;;;;;
918;3719594;Jah Khalib;Лиловая;86743976;;;;;;;;;;;;;;
919;5466847;NBSPLV;Asylum;38256142;;;;;;;;;;;;;;
920;381067;Ed Sheeran;Bad Habits;85864771;;;;;;;;;;;;;;
921;3749834;AURORA;Cure For Me;86349653;;;;;;;;;;;;;;
922;1259932\v700282;Sunseekers, Sique;Cold Heart;95784357;;;;;;;;;;;;;;
923;611169\v638312;The Weeknd, Ariana Grande;Save Your Tears;81581652;;;;;;;;;;;;;;
924;13627571;illusorysence;Aesthetic;97646313;;;;;;;;;;;;;;
925;4764396;Зомб;Даже не половина;37077421;;;;;;;;;;;;;;
926;451523;PIZZA;Романс;30380200;;;;;;;;;;;;;;
927;9376188;Ваня Дмитриенко;Лего;100223616;;;;;;;;;;;;;;
928;26046;Maroon 5;Lucky Strike;4299416;;;;;;;;;;;;;;
929;36963;The White Stripes;Seven Nation Army;6705392;;;;;;;;;;;;;;
930;8664154\v10012640;OGNEYAR, JOINTMANE;Rаnge;75604677;;;;;;;;;;;;;;
931;9970434;ADAM;Давай не болей;91216301;;;;;;;;;;;;;;
932;10777713;ZYREX;Love Me;89177068;;;;;;;;;;;;;;
933;6229247;GAYAZOV$ BROTHER$;Пьяный туман;51098277;;;;;;;;;;;;;;
934;3386706\v5040985;NLO, Dan Korshunov;Не грусти;81365063;;;;;;;;;;;;;;
935;777339\v3827925;Imany, Filatov & Karas;Don't Be So Shy;25063569;;;;;;;;;;;;;;
936;6625670;Мэвл;Попытка номер 5;62836816;;;;;;;;;;;;;;
937;170642\v81924\v7829607;INNA, Frost, NitugaL;Flashbacks;84912286;;;;;;;;;;;;;;
938;4562263;Chipinkos;Over the Ground;106948140;;;;;;;;;;;;;;
939;4530;Gloria Gaynor;I Will Survive;4427340;;;;;;;;;;;;;;
940;5366798\v5996619\v3663874;Refeci, Michel Fannoun, Colone;Where Are You;85098785;;;;;;;;;;;;;;
941;5362508;Oscar Anton;onceortwice;68889214;;;;;;;;;;;;;;
942;5652191\v4944372;Анет Сай, NILETTO;Не люблю?;78619463;;;;;;;;;;;;;;
943;327116\v12748691\v4341901;BRAN, Meric Again, Mr. Jukeboxx;Waves;98886486;;;;;;;;;;;;;;
944;6288588\v6991304\v666984;OWEEK, ХАНЗА, Artik & Asti;Танцуй;76282969;;;;;;;;;;;;;;
945;4631;Enrique Iglesias;Ring My Bells;64790;;;;;;;;;;;;;;
946;1969719\v3759183;Raving George, Oscar and The Wolf;You're Mine;25232250;;;;;;;;;;;;;;
947;3292790;Мари Краймбрери;Какая крутая жизнь;108221863;;;;;;;;;;;;;;
948;24701\v3815592;James Carter, Lucas Estrada;Lovers Say Goodbye;79185014;;;;;;;;;;;;;;
949;41113;Hi-Fi;Не дано;33442845;;;;;;;;;;;;;;
950;41114;Би-2;Лайки;37232249;;;;;;;;;;;;;;
951;519326;Интонация;Скажи, как мне жить;2490384;;;;;;;;;;;;;;
952;4385129;ZOË;Tout Paris;72738987;;;;;;;;;;;;;;
953;7720909;TRITICUM;Believe in Love;84916905;;;;;;;;;;;;;;
954;8250325\v290985;Bryton, Shiloh;beowulf//savior;89200059;;;;;;;;;;;;;;
955;1462419;АнимациЯ;Черта;10267566;;;;;;;;;;;;;;
956;3337248\v5756943;Cecilia Krull, Gavin Moss;My Life Is Going On;40809196;;;;;;;;;;;;;;
957;7092474;FILV;Head Say Now;77217962;;;;;;;;;;;;;;
958;792433;twenty one pilots;Heathens;29611476;;;;;;;;;;;;;;
959;407253;Pompeya;90;18706574;;;;;;;;;;;;;;
960;96490\v62680\v112596;Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani;Experience;8923879;;;;;;;;;;;;;;
961;4759929;Albin Lee Meldau;The Weight Is Gone;48153017;;;;;;;;;;;;;;
962;7090;Nelly Furtado;Say It Right;33627;;;;;;;;;;;;;;
963;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;There We Go;101875886;;;;;;;;;;;;;;
964;5177642;Aftertheparty;Lose;52781320;;;;;;;;;;;;;;
965;9431889;4ЯR;Oh My;77590456;;;;;;;;;;;;;;
966;5759838\v230299;Anthony Keyrouz, Zana;Hush Hush (Don't Be Shy);102904296;;;;;;;;;;;;;;
967;1531747\v3271574\v3298819;Naxwell, DJ Combo, Timi Kullai;Dreams;62476209;;;;;;;;;;;;;;
968;14425\v6860976\v315611;Gabry Ponte, LUM!X, Prezioso;Thunder;82270826;;;;;;;;;;;;;;
969;165131;Григорий Лепс;Я поднимаю руки;25854496;;;;;;;;;;;;;;
970;190602;5sta family;Первый снег;60445850;;;;;;;;;;;;;;
971;7160767;Noemi Perino;After Midnight;52574082;;;;;;;;;;;;;;
972;15691816;ANNA ASTI;Анечка;105406158;;;;;;;;;;;;;;
973;6467364;NЮ;МИ-6;66022331;;;;;;;;;;;;;;
974;8036996;YOUCHI;Acapella;104395170;;;;;;;;;;;;;;
975;752638\v1020203\v160118;Roman Bellezzo, Slam DJs, Irene;Frozen;81268209;;;;;;;;;;;;;;
976;677738;Dj Antonio;Снегом стать;76512143;;;;;;;;;;;;;;
977;29512;Gnarls Barkley;Crazy;223537;;;;;;;;;;;;;;
978;159022;Комиссар;Ты уйдёшь;26556243;;;;;;;;;;;;;;
979;4298176\v526151\v841599\v247328\v3296043;Dubdogz, Bhaskar, Calmani, Grey, Séb Mont;100 Degrees (with Séb Mont);79730958;;;;;;;;;;;;;;
980;5091396;Блажин;Не перебивай;43363594;;;;;;;;;;;;;;
981;231712;Vitalic;El Viaje;44588854;;;;;;;;;;;;;;
982;95088;Sunrise Avenue;Fairytale Gone Bad;275785;;;;;;;;;;;;;;
