rank;artistId;artistsName;trackTitle;track_id;;;;;;;;;;;;;;
323;1185458\v381015;Robin Schulz, Lilly Wood & The Prick;Prayer in C;17902234;;;;;;;;;;;;;;
324;6826935;Дора;Втюрилась;70274628;;;;;;;;;;;;;;
325;4752463\v64248;Артём Качер, Ани Лорак;Материк;99668674;;;;;;;;;;;;;;
326;13387925;Skyfall Beats;Mist;92359756;;;;;;;;;;;;;;
327;3827925;Filatov & Karas;I Keep On;108336654;;;;;;;;;;;;;;
328;4567394\v363540\v5802468\v7306068;Arc North, Cour, New Beat Order, Lunis;Faded;73550309;;;;;;;;;;;;;;
329;6599738\v12495648;Nikitata, FindMyName;ESCORT;108333987;;;;;;;;;;;;;;
330;5733065;RASA;Пчеловод;54837415;;;;;;;;;;;;;;
331;566056;Aint;Suddenly;77314762;;;;;;;;;;;;;;
332;249991\v5765654;Oxxxymiron, EIGHTEEN;НЛО;108235280;;;;;;;;;;;;;;
333;12456717\v1617610;Amirchik, D.Anuchin;Эта любовь;107412056;;;;;;;;;;;;;;
334;12424722;fenekot;Love the Way You Lie (Cover);101877251;;;;;;;;;;;;;;
335;2982374\v2372877;Aljosha Konstanty, Liam Thomas;Peace of Mind;66050507;;;;;;;;;;;;;;
336;13474678;Alis Shuka;Not About Us;93914034;;;;;;;;;;;;;;
337;3315646;Порнофильмы;Я так соскучился;37258117;;;;;;;;;;;;;;
338;451523;PIZZA;Улыбка;63742418;;;;;;;;;;;;;;
339;246697;Osman;Mama;105330165;;;;;;;;;;;;;;
340;156427;Звери;Для тебя;17563812;;;;;;;;;;;;;;
341;666984;Artik & Asti;Все мимо;62352385;;;;;;;;;;;;;;
342;4890565;twocolors;Lovefool;65591365;;;;;;;;;;;;;;
343;7662200;airshade;fragile;65199563;;;;;;;;;;;;;;
344;7531870;BITTUEV;На рассвете;108453524;;;;;;;;;;;;;;
345;3827925\v13332822;Filatov & Karas, Busy Reno;Au Revoir;91985169;;;;;;;;;;;;;;
346;4110067;Intelligency;Аugust;55561798;;;;;;;;;;;;;;
347;668\v3889375\v136648;Elton John, Dua Lipa, PNAU;Cold Heart;89047687;;;;;;;;;;;;;;
348;9262352\v10597250;Jaxon Viaan, Ace Vision;Water Deep;83201558;;;;;;;;;;;;;;
349;4967218\v7306068;Arcando, Lunis;Habits (Stay High);71065799;;;;;;;;;;;;;;
350;6241466;NECHAEV;Я видел солнце;108437096;;;;;;;;;;;;;;
351;666984\v4752463;Artik & Asti, Артём Качер;Грустный дэнс;49961817;;;;;;;;;;;;;;
352;7461723;INSTASAMKA;POPSTAR;107281308;;;;;;;;;;;;;;
353;9803628;VESNA305;БЕЛАМОРЕ;87449688;;;;;;;;;;;;;;
354;792433;twenty one pilots;Stressed Out;23559960;;;;;;;;;;;;;;
355;1636897;MOT;Август — это ты;88978225;;;;;;;;;;;;;;
356;16755727;SeO;Я это ты;96781115;;;;;;;;;;;;;;
357;427140\v9488269;VAVAN, Real Girl;Послала;95742538;;;;;;;;;;;;;;
358;4465783;Miyagi;Самурай;53729473;;;;;;;;;;;;;;
359;155917;МакSим;Трудный возраст;17198792;;;;;;;;;;;;;;
360;4652353;Ahmed Shad;Вольная;93841012;;;;;;;;;;;;;;
361;999456;30.02;Звёзды в лужах;17304657;;;;;;;;;;;;;;
362;7258431\v8595049;Тайпан, Agunda;Ты одна;62739718;;;;;;;;;;;;;;
363;4939097;Tim Schaufert;Homeward;80828416;;;;;;;;;;;;;;
364;188892;Crazy Frog;Axel f;2143458;;;;;;;;;;;;;;
365;2982374;Aljosha Konstanty;Better with You;52227008;;;;;;;;;;;;;;
366;453098;Барбарики;Барбарики;32540587;;;;;;;;;;;;;;
367;16513110\v3976682;LINBERG, Джиос;Хватит;90366776;;;;;;;;;;;;;;
368;6229247;GAYAZOV$ BROTHER$;Я, ТЫ и МОРЕ;66853268;;;;;;;;;;;;;;
369;3827925;Filatov & Karas;Чилить;69448089;;;;;;;;;;;;;;
370;8168120\v6031756;Lvnx, Ann Kovtun;Малиновый закат;67318172;;;;;;;;;;;;;;
371;7323958;Swørn;Tumbling;68779610;;;;;;;;;;;;;;
372;11343335;CHEBANOV;Ночь (Cover);93573656;;;;;;;;;;;;;;
373;9559322\v8462200;FINIK, ALEKS ATAMAN;Снежинки;96710695;;;;;;;;;;;;;;
374;4944386;Mary Gu;Она читает Бродского;79985191;;;;;;;;;;;;;;
375;7546942;Monte&Manula;Катятся слезы;106338495;;;;;;;;;;;;;;
376;3304163;Лёша Свик;Стерва;49231370;;;;;;;;;;;;;;
377;3304163;Лёша Свик;Малиновый свет;41883693;;;;;;;;;;;;;;
378;154798;Ellie Goulding;Lights;2181703;;;;;;;;;;;;;;
379;666984;Artik & Asti;Она не я;87659099;;;;;;;;;;;;;;
380;953565\v167633;Виктор Цой, Игорь Вдовин;Звезда по имени Солнце;28123381;;;;;;;;;;;;;;
381;9340447;Kazus;Delusion;94735491;;;;;;;;;;;;;;
382;218107;Артур Пирожков;Зацепила;50821247;;;;;;;;;;;;;;
383;1577301;Ambassador;On my back;106909344;;;;;;;;;;;;;;
384;16014186;DZHIVAN;Автор;101024015;;;;;;;;;;;;;;
385;13300768;Adam Jamar;Resident Evil;97159774;;;;;;;;;;;;;;
386;5885296;The Limba;Блеск;87545470;;;;;;;;;;;;;;
387;3719594\v5129397;Jah Khalib, HammAli & Navai;Боже, как завидую;94848971;;;;;;;;;;;;;;
388;8095900;Три дня дождя;Отпускай;104102778;;;;;;;;;;;;;;
389;41110;Дима Билан;Молния;44625560;;;;;;;;;;;;;;
390;8306545;MUJEVA;Между нами ничего нет;96558635;;;;;;;;;;;;;;
391;9040292\v9540833;Soda, Voyage;VIP;97239161;;;;;;;;;;;;;;
392;3049830;Те100стерон;Это не женщина;25301458;;;;;;;;;;;;;;
393;208167;Arctic Monkeys;Why'd You Only Call Me When You're High?;44093133;;;;;;;;;;;;;;
394;5119903\v4283613;Nexeri, Vion Konger;Now You're Gone;102444846;;;;;;;;;;;;;;
395;16151619;German Geraskin;Na Na Night;107462342;;;;;;;;;;;;;;
396;7258431\v8595049;Тайпан, Agunda;Набирай высоту;64931736;;;;;;;;;;;;;;
397;3702500\v4386692;Charming Horses, Jona Bird;Follow;20627705;;;;;;;;;;;;;;
398;7107429;Mona Songz;Салют, Вера;75385809;;;;;;;;;;;;;;
399;432909\v2421486;DJ Nejtrino, Elia;Зачем топтать мою любовь;67854450;;;;;;;;;;;;;;
400;1577301;Ambassador;Utopia;107827209;;;;;;;;;;;;;;
401;7313807;Алексей Понамарев;А мы не ангелы, парень;82304736;;;;;;;;;;;;;;
402;10925903;ppbb;Я хочу на дискотеку;85946941;;;;;;;;;;;;;;
403;6170314;Ансамбль Детские Песни;Песенка крокодила Гены;43143316;;;;;;;;;;;;;;
404;5466847;NBSPLV;Upland;107265542;;;;;;;;;;;;;;
405;201939\v600576;Gotye, Kimbra;Somebody That I Used To Know;3581309;;;;;;;;;;;;;;
406;167066;Андрей Губин;Ночь;28123935;;;;;;;;;;;;;;
407;680;Sting;Shape Of My Heart;795836;;;;;;;;;;;;;;
408;9527465\v9677120\v17308709;MØRFI, deadsouls, 7TH CHANCE;REVOLUTION;106797206;;;;;;;;;;;;;;
409;4147915;Syml;Where's My Love;33242489;;;;;;;;;;;;;;
410;3611906;Alda Rikson;High by the Beach;25307927;;;;;;;;;;;;;;
411;5220564;Flying Decibels;The Road;36173131;;;;;;;;;;;;;;
412;4464750\v16259380;Gidayyat, ozmany;Южный край;108041745;;;;;;;;;;;;;;
413;7044155\v9987979;Renomty, ONEIL;Baby;86324511;;;;;;;;;;;;;;
414;5194018;Cornel Dascalu;Break;105104494;;;;;;;;;;;;;;
415;7731448\v4853596;Basstrologe, LIZOT;Somebody To Love;82285560;;;;;;;;;;;;;;
416;9970768;BAGARDI;Ты опять одинокий;108109104;;;;;;;;;;;;;;
417;125851;Jason Derulo;Take You Dancing;69148111;;;;;;;;;;;;;;
418;9987979\v12515109;ONEIL, Aize;I Can't Stop;85899461;;;;;;;;;;;;;;
419;645282\v161180;J. Balvin, Willy William;Mi Gente;35707908;;;;;;;;;;;;;;
420;1975\v2677570\v902486;Aaron Smith, Luvli, Krono;Dancin;58692205;;;;;;;;;;;;;;
421;7483807;Tanir & Tyomcha;Потеряли пацана;93707221;;;;;;;;;;;;;;
422;679603;Вика Цыганова;Вагнер;108063355;;;;;;;;;;;;;;
423;8049580\v4891236\v6860976;Imanbek, BYOR, LUM!X;Belly Dancer;106126115;;;;;;;;;;;;;;
424;293637\v293973;Urselle, Dual Sessions;Beautiful Life;16892539;;;;;;;;;;;;;;
425;10456716;Astronomia Dance;Astronomia Special;74418942;;;;;;;;;;;;;;
426;41098;Мумий Тролль;Владивосток 2000;2192826;;;;;;;;;;;;;;
427;3455547\v3828453\v1020165;Elènne, MOTHICA, Direct;Between Us;37213586;;;;;;;;;;;;;;
428;94383\v668;Blue, Elton John;Sorry Seems To Be The Hardest Word;273842;;;;;;;;;;;;;;
429;3101043;JTM;To The Top;42172983;;;;;;;;;;;;;;
430;9803628;VESNA305;Я тебя не понял;104895415;;;;;;;;;;;;;;
431;5839186;Асия;Лампочка;107275473;;;;;;;;;;;;;;
432;5546429;Три кота;Считалочка;54843506;;;;;;;;;;;;;;
433;7251201;Xcho;Вороны;91791138;;;;;;;;;;;;;;
434;3055063\v6113382;Ed Marquis, Emie;Pon De Replay;70025639;;;;;;;;;;;;;;
435;12424722;fenekot;Heat Waves (Slowed + Reverb);100032745;;;;;;;;;;;;;;
436;218259;Сергей Васюта;На белом покрывале;76154338;;;;;;;;;;;;;;
437;6119595;VERBEE;Довела;88005754;;;;;;;;;;;;;;
438;8616012;Junona Boys;Relax;64359930;;;;;;;;;;;;;;
439;6625670;Мэвл;Холодок;59930542;;;;;;;;;;;;;;
440;4300973;Mseven;Ночь;87546326;;;;;;;;;;;;;;
441;2713078\v3930092;Merk & Kremont, DNCE;Hands Up;40246269;;;;;;;;;;;;;;
442;8084200;Pearce Roswell;Second Plate;57821809;;;;;;;;;;;;;;
443;8914500\v810515\v5724261;k y l o ., LO-FI BEATS, Lofi Hip Hop;Raindrops In Laput;64212256;;;;;;;;;;;;;;
444;41051;Смысловые Галлюцинации;Вечно молодой;32476894;;;;;;;;;;;;;;
445;10794972\v10794968;KILLTEQ, D.HASH;Ain't No Sunshine;106361341;;;;;;;;;;;;;;
446;2051208;Jonathan Slatter;Eternity;13461604;;;;;;;;;;;;;;
447;4728559\v11124795;ELMAN, Orxan;С неба до земли;93003954;;;;;;;;;;;;;;
448;218071;Ночные Снайперы;смиряюсь;108404789;;;;;;;;;;;;;;
449;5007577;Zivert;WAKE UP!;105385636;;;;;;;;;;;;;;
450;2984256\v902616\v3119871;Anna Naklab, Alle Farben, YouNotUs;Supergirl;24745650;;;;;;;;;;;;;;
451;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;Stereo Hearts;87641798;;;;;;;;;;;;;;
452;5687535;Джоззи;Не Улетай;87010841;;;;;;;;;;;;;;
453;5548288;ХАБИБ;Грустинка;77217958;;;;;;;;;;;;;;
454;5913690;Kristian Sonderlund;World of Water;45148125;;;;;;;;;;;;;;
455;8908361;Литл Бэйби Бам;Если счастлив ты сегодня хлопай так (Хлопай в ладоши);65050245;;;;;;;;;;;;;;
456;3976197;#2Маши;Мама, я танцую;45130892;;;;;;;;;;;;;;
457;4331814;Клава Кока;ЛА ЛА ЛА;90660749;;;;;;;;;;;;;;
458;41133;Бумбокс;Та4то;33308971;;;;;;;;;;;;;;
459;3684388\v383840\v11228600\v11228601;SRTW, Colin, Noile, CLOSR;When It Rains;82011536;;;;;;;;;;;;;;
460;5862292;Maxun;All My Life;108689007;;;;;;;;;;;;;;
461;118892\v1593668;Madcon, Ray Dalton;Don't Worry;23990869;;;;;;;;;;;;;;
462;257461;JONY;А за окном дожди;69898875;;;;;;;;;;;;;;
463;427140;VAVAN;Буду целовать;67639281;;;;;;;;;;;;;;
464;10170574\v12748691\v3719460;Besomage, Meric Again, Haluna;Killing Me Softly;91624912;;;;;;;;;;;;;;
465;10608346;FINIVOID;Interstellar Drift;75666319;;;;;;;;;;;;;;
466;233578;Ольга Рождественская;Песня Красной Шапочки;94200671;;;;;;;;;;;;;;
467;5396283\v9527465\v5734980;Coopex, MØRFI, Britt Lari;Outside;74723948;;;;;;;;;;;;;;
468;1546363;Фиксики;Помогатор;54013665;;;;;;;;;;;;;;
469;2990056\v3425928;Shawn Mendes, Camila Cabello;Señorita;54400255;;;;;;;;;;;;;;
470;10794972\v10794968;KILLTEQ, D.HASH;Feel This Way;107059801;;;;;;;;;;;;;;
471;3250469;Party Favor;WUT;68242587;;;;;;;;;;;;;;
472;1582791;Melodysheep;Ether;51609357;;;;;;;;;;;;;;
473;3305100;Tim McMorris;It's a Beautiful Day;20678374;;;;;;;;;;;;;;
474;5284542;Джаро & Ханза;Королева танцпола;53357546;;;;;;;;;;;;;;
475;8198857;HOLLYFLAME;Под сиреневой луной;98754143;;;;;;;;;;;;;;
476;1834288;Michael Silverman;Moonglow;23333456;;;;;;;;;;;;;;
477;4189324;timmies;Lately;78679565;;;;;;;;;;;;;;
478;4664209;Люся Чеботина;АЭРОЭКСПРЕСС;101128000;;;;;;;;;;;;;;
479;264454\v5855069\v6389055\v8872513;ZELL, Timran, Batrai, Aslai;Sunrise;71314903;;;;;;;;;;;;;;
480;2348479\v5835761;Supermassive, Smogy;Reason;56645157;;;;;;;;;;;;;;
481;5284542\v2686299;Джаро & Ханза, kavabanga Depo kolibri;Таблетка;66615815;;;;;;;;;;;;;;
482;5626827;Kaan Pars;Summer Jam;71937868;;;;;;;;;;;;;;
483;6767066\v9077746;MIA BOYKA, ЕГОР ШИП;Пикачу;69356280;;;;;;;;;;;;;;
484;170642\v64826;INNA, Sean Paul;UP;97241171;;;;;;;;;;;;;;
485;29044;Ace of Base;All That She Wants;2470793;;;;;;;;;;;;;;
486;155946\v666984;DJ SMASH, Artik & Asti;CO2;105974495;;;;;;;;;;;;;;
487;218259;Сергей Васюта;На белом покрывале января (1997);105223202;;;;;;;;;;;;;;
488;4771221;Y.V.E. 48;Would You;105625545;;;;;;;;;;;;;;
489;8710209;Котэ;Компот;105884553;;;;;;;;;;;;;;
490;4944386;Mary Gu;Косички;78669680;;;;;;;;;;;;;;
491;138028;Redbone;Come and Get Your Love;19030697;;;;;;;;;;;;;;
492;88028;Röyksopp;Here She Comes Again;68106316;;;;;;;;;;;;;;
493;5098446;ANIVAR;Нечего скрывать;51152139;;;;;;;;;;;;;;
494;3176637;Ислам Итляшев;Не стреляй;108301701;;;;;;;;;;;;;;
495;4771221;Y.V.E. 48;Long Time;81222690;;;;;;;;;;;;;;
496;41052;Король и Шут;Камнем по голове;29238709;;;;;;;;;;;;;;
497;5546028;гречка;Люби меня люби;38572747;;;;;;;;;;;;;;
498;3140590\v4231605\v537616;Tanir, Tyomcha, MIKIS;Da Da Da;58485665;;;;;;;;;;;;;;
499;241945;Andy Panda;Orange Sunset;59279955;;;;;;;;;;;;;;
500;8377409;JANAGA;Моя муза;108041277;;;;;;;;;;;;;;
501;257461\v5042521;JONY, HammAli;Наверно, ты меня не помнишь;93926114;;;;;;;;;;;;;;
502;3477;Rihanna;Diamonds;5354800;;;;;;;;;;;;;;
503;2491;David Rawlings;Cumberland Gap;40493419;;;;;;;;;;;;;;
504;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;Cradles;87647932;;;;;;;;;;;;;;
505;8196442;YUFOLL;В белом платье;90184345;;;;;;;;;;;;;;
506;5087681;Placcebo Beats;Dispel;89009479;;;;;;;;;;;;;;
507;7251201;Xcho;Эскизы;95725624;;;;;;;;;;;;;;
508;8462200\v9559322\v12321145;ALEKS ATAMAN, FINIK, 4ETVERGOV;ОЙ, ПОДЗАБЫЛИ;106987592;;;;;;;;;;;;;;
509;6227191;NOLA;Поезда;92072822;;;;;;;;;;;;;;
510;10852354;SCXR SOUL;Death Blow;85759099;;;;;;;;;;;;;;
511;8049580\v4891236\v11813871\v17734519;Imanbek, BYOR, DMNDS, Melon;Belly Dancer;106769458;;;;;;;;;;;;;;
512;8167241;Султан Лагучев;Горячая, гремучая;107615696;;;;;;;;;;;;;;
513;168852;Сергей Шнуров;"Осень (Из к/ф ""Бумер. Фильм второй"")";64332811;;;;;;;;;;;;;;
514;161243;Сплин;Линия жизни;34084448;;;;;;;;;;;;;;
515;1532779;Моя Мишель;Зима в сердце;87346400;;;;;;;;;;;;;;
516;9987979\v8367181;ONEIL, NALYRO;How Deep is Your Love;77550703;;;;;;;;;;;;;;
517;20010;Bee Gees;Stayin’ Alive;33395002;;;;;;;;;;;;;;
518;1126913;Phantogram;Black Out Days;17610420;;;;;;;;;;;;;;
519;7917274\v891936;Dan Port, PANE;Falling;63188446;;;;;;;;;;;;;;
520;13022187;Nezboretsky;Вороны;94403454;;;;;;;;;;;;;;
521;654830;Duke Dumont;Ocean Drive;24663745;;;;;;;;;;;;;;
522;798668;Wys;It's Going to Be Okay;67568904;;;;;;;;;;;;;;
523;455599;Liu;Think Fast;42765358;;;;;;;;;;;;;;
524;4652353;Ahmed Shad;Стреляй;79808477;;;;;;;;;;;;;;
525;5398050;Гузель Хасанова;В пять утра;57284734;;;;;;;;;;;;;;
526;5922596\v2429955;MriD, Gazan;Танцы на лям;85605285;;;;;;;;;;;;;;
527;6444144;moow;write your feeling in a book under your bed;92181101;;;;;;;;;;;;;;
528;5952;OneRepublic;Counting Stars;66699124;;;;;;;;;;;;;;
529;10878798;XOLIDAYBOY;Моя хулиганка;107653457;;;;;;;;;;;;;;
530;2765181;5 Seconds of Summer;Teeth;56857280;;;;;;;;;;;;;;
531;3889375;Dua Lipa;Levitating;64015242;;;;;;;;;;;;;;
532;756987\v6422816;T1One, Inur;Почему так больно;51130411;;;;;;;;;;;;;;
533;3292790;Мари Краймбрери;Океан;68934188;;;;;;;;;;;;;;
534;427835;Детский хор «Великан»;До-Ре-Ми;33207315;;;;;;;;;;;;;;
535;4806844;Surf Curse;Freaks;83100701;;;;;;;;;;;;;;
536;29044;Ace of Base;Beautiful Life;2470784;;;;;;;;;;;;;;
537;1460624;Владимир Пресняков;Всё нормально;83943418;;;;;;;;;;;;;;
538;4149935\v4163023;Monoir, Eneli;3 to 1;70975354;;;;;;;;;;;;;;
539;381067;Ed Sheeran;Perfect;34030297;;;;;;;;;;;;;;
540;5850853;Konfuz;Ратата;76957294;;;;;;;;;;;;;;
541;1429223\v6426275\v7919844;Going Deeper, Maxim Schunk, KOYSINA;Sing It Back;80961610;;;;;;;;;;;;;;
542;1194096;KALEO;Way Down We Go;24692821;;;;;;;;;;;;;;
543;6119595;VERBEE;Зацепила;48925759;;;;;;;;;;;;;;
544;161659\v9677634;Klaas, Mister Ruiz;Godzilla;89175212;;;;;;;;;;;;;;
545;5234486\v8775433\v171;Elior, eaup, сборник;Ships;64050123;;;;;;;;;;;;;;
546;1262089\v653299\v4513253;Chillout, Chillout Lounge, Chillout Lounge Relax;When Logic Reaches Limits;69121251;;;;;;;;;;;;;;
547;5098446;ANIVAR;Ты и я;98679142;;;;;;;;;;;;;;
548;4283613\v725361;Vion Konger, Whiteout;Every Single Day;86433246;;;;;;;;;;;;;;
549;110218;Katie Melua;Wonderful Life;24893894;;;;;;;;;;;;;;
550;3304163;Лёша Свик;Плакала;98280795;;;;;;;;;;;;;;
551;244495;Алевтина;Какая ночка тёмная;17563034;;;;;;;;;;;;;;
552;6044431\v37910\v734488;Chico Rose, Afrojack, VIZE;Sad;59364893;;;;;;;;;;;;;;
553;4285238;Second Light;Into the Woods;78232810;;;;;;;;;;;;;;
554;3176637;Ислам Итляшев;Она любила розы;70421915;;;;;;;;;;;;;;
555;3014121\v5980408;Dj Noiz, ASTI;Зацелую;24614552;;;;;;;;;;;;;;
556;161247;Руки Вверх!;Чужие губы;81276414;;;;;;;;;;;;;;
557;6125147;Тима Белорусских;Витаминка;77072947;;;;;;;;;;;;;;
558;7048612;plenka;Call Me;92649795;;;;;;;;;;;;;;
559;8831618;nightblure;Not Enough Of You;98759165;;;;;;;;;;;;;;
560;4319989;Кукутики;Машинка;73642135;;;;;;;;;;;;;;
561;3204498;SHAMI;Под ногами рай матерей наших;76659969;;;;;;;;;;;;;;
562;494394\v8484204\v6914440;Aarne, BUSHIDO ZHO, ANIKV;Тесно;106314854;;;;;;;;;;;;;;
563;2531668\v8791746\v5734980;Level 8, imallryt, Britt Lari;Señorita;87946443;;;;;;;;;;;;;;
564;164354;Ария;Беспечный ангел;44034005;;;;;;;;;;;;;;
565;421018;Рок-острова;Ничего не говори;16322105;;;;;;;;;;;;;;
566;552781;Daniel Kandi;Superstitious (Outro);56334525;;;;;;;;;;;;;;
567;4728559;ELMAN;Самолёт бумажный;100534576;;;;;;;;;;;;;;
568;2372877;Liam Thomas;Interstellar;49023849;;;;;;;;;;;;;;
569;7662200;airshade;mystical;65199565;;;;;;;;;;;;;;
570;5098446;ANIVAR;Такси;104555074;;;;;;;;;;;;;;
571;7141969\v3210345\v2421759;ALEX&RUS, DJ Karimov, DJ Oskar;Непокорна;76725877;;;;;;;;;;;;;;
572;5548288;ХАБИБ;Разрывная;88577317;;;;;;;;;;;;;;
573;1111457;Inossi;Someone;92781414;;;;;;;;;;;;;;
574;8049580\v64826\v3101888;Imanbek, Sean Paul, Sofia Reyes;Dancing On Dangerous;79587131;;;;;;;;;;;;;;
575;2855649\v587015;Natan, Ирина Дубцова;Давай обнимемся в последний раз;103040168;;;;;;;;;;;;;;
576;8374260\v7340179;Yung Drezzy, Lil snooz;Where'd You Go;62379559;;;;;;;;;;;;;;
577;6229247\v81924\v7829608;GAYAZOV$ BROTHER$, Frost, Artem Shustov;До встречи на танцполе;52323302;;;;;;;;;;;;;;
578;8719148;SUNAMI;Бездна;104455827;;;;;;;;;;;;;;
579;9024883;Notan Nigres;I'm Done;107927236;;;;;;;;;;;;;;
580;6670333\v9987979;Beatmount, ONEIL;Heads Will Roll;83089282;;;;;;;;;;;;;;
581;2982374;Aljosha Konstanty;Justice;47307019;;;;;;;;;;;;;;
582;3414566;Смешарики;Обормот;107057310;;;;;;;;;;;;;;
583;6763955\v3460600;Black Gryph0n, Baasik;Insane;84631094;;;;;;;;;;;;;;
584;452219;Мохито;В жизни так бывает;59854085;;;;;;;;;;;;;;
585;5985113\v11048202\v12585448;Nippandab, Nito-Onna, El Cacto;Balenciaga;82729052;;;;;;;;;;;;;;
586;9987979;ONEIL;Sex Sells;69983633;;;;;;;;;;;;;;
587;449162\v4339682;Melisa, TOMMO;I'm Alone;78780542;;;;;;;;;;;;;;
588;5740435;MALFA;So Long;50600505;;;;;;;;;;;;;;
589;1141807\v2518601;Клара Румянова, Инструментальный ансамбль «Мелодия»;Настоящий друг!;45782458;;;;;;;;;;;;;;
590;9559322\v8462200;FINIK, ALEKS ATAMAN;ОЙ, ПОДЗАБЫЛИ;105228270;;;;;;;;;;;;;;
591;2941392;Маша и медведь;Японская песенка;76268088;;;;;;;;;;;;;;
592;5652191;Анет Сай;СЛЁЗЫ;71308883;;;;;;;;;;;;;;
593;9987979\v13836822\v12515109;ONEIL, KANVISE, Aize;Rain;107655826;;;;;;;;;;;;;;
594;167826;Fitz & The Tantrums;HandClap;28153139;;;;;;;;;;;;;;
595;11813872\v11813871\v7919844;Dance Fruits Music, DMNDS, KOYSINA;Seven Nation Army;83511827;;;;;;;;;;;;;;
596;4499319;Vlad Hosh;Особенная;62801894;;;;;;;;;;;;;;
597;1280361;Little Big;UNO;63591534;;;;;;;;;;;;;;
598;1955013\v110143;Charlie Puth, Selena Gomez;We Don't Talk Anymore;26918469;;;;;;;;;;;;;;
599;4994784\v2428208;МАЛЬБЭК, Сюзанна;Гипнозы;34483761;;;;;;;;;;;;;;
600;10873670\v11308902;Lofi Fruits Music, Chill Fruits Music;Stan;83283484;;;;;;;;;;;;;;
601;9765366;Praneel Rajkhowa;Hot Girl Bummer;79852749;;;;;;;;;;;;;;
602;13260416;KENTUKKI;Замигает свет;91526937;;;;;;;;;;;;;;
603;6758568;SHRK;nostalgia trip;55547158;;;;;;;;;;;;;;
604;6841371\v6504263;Ramil', 10AGE;Ау;51238745;;;;;;;;;;;;;;
605;6688735;Adam Maniac;Hercai;74522376;;;;;;;;;;;;;;
606;5030566;Faye Meana;Patience;34747205;;;;;;;;;;;;;;
607;4331814;Клава Кока;Пьяную домой;74163432;;;;;;;;;;;;;;
608;3247380;Otnicka;Stronger;85952351;;;;;;;;;;;;;;
609;6857354;Holy Molly;Shot a friend;93201608;;;;;;;;;;;;;;
610;5129397;HammAli & Navai;Пустите меня на танцпол;39307896;;;;;;;;;;;;;;
611;5330133\v5855069;Адлер Коцба, Timran;Запах моей женщины;40847731;;;;;;;;;;;;;;
612;13361458;SKYLLO;lovely;93528866;;;;;;;;;;;;;;
613;41209;SEREBRO;Между нами любовь;50582520;;;;;;;;;;;;;;
614;2982374\v3866377;Aljosha Konstanty, Mapps;IV;46702949;;;;;;;;;;;;;;
615;8198191;Ladynsax;Ameno;104741305;;;;;;;;;;;;;;
616;6538590;itssvd;Broken Heart;46254156;;;;;;;;;;;;;;
617;6241466\v13070836;NECHAEV, ALINA FILATOVA;Платье;89961158;;;;;;;;;;;;;;
618;10171325;AIZZO;Hate the Most;107927071;;;;;;;;;;;;;;
619;1462419;АнимациЯ;Родина;9282507;;;;;;;;;;;;;;
620;6841371;Ramil';Тает снег;108726625;;;;;;;;;;;;;;
621;666984;Artik & Asti;Голову кружу;87659101;;;;;;;;;;;;;;
622;264454\v6698861;ZELL, Zell & Nard;Танцевали;47532168;;;;;;;;;;;;;;
623;4728559;ELMAN;Мечта;63414543;;;;;;;;;;;;;;
624;17377064;Сарги;7 ночей;108557993;;;;;;;;;;;;;;
625;6467012\v5801695;МИЧЕЛЗ, Элона Миллер;Угонщица 2023;108549140;;;;;;;;;;;;;;
626;12336002;DNDM;My Story;94759640;;;;;;;;;;;;;;
627;3719594;Jah Khalib;Сжигая дотла;27898777;;;;;;;;;;;;;;
628;4331814\v161247;Клава Кока, Руки Вверх!;Нокаут;82412504;;;;;;;;;;;;;;
629;8377409\v2943728;JANAGA, КУЧЕР;По щекам слёзы;68676518;;;;;;;;;;;;;;
630;7887;Chris De Burgh;The Lady In Red;10858;;;;;;;;;;;;;;
631;158867\v156442\v6854670;Леонид Руденко, REFLEX, АРИТМИЯ;Потому что не было тебя;108098484;;;;;;;;;;;;;;
632;4792956\v3292790;KARTASHOW, Мари Краймбрери;Золото;45883905;;;;;;;;;;;;;;
633;1201437;Tim Halperin;Survivor;32327096;;;;;;;;;;;;;;
634;8050187;Roudeep;Nothing Can Stand Between Us;97903471;;;;;;;;;;;;;;
635;1297697\v307498;Bruja, Sasha Lopez;Overdose;82863039;;;;;;;;;;;;;;
636;1033565\v6219852;Alok, Rooftime;Keep Walking;100853555;;;;;;;;;;;;;;
637;2395501\v2395502;Ислам Мальсуйгенов, Зульфия Чотчаева;Стоп музыка;57404407;;;;;;;;;;;;;;
638;1834288;Michael Silverman;Times Like These;23333453;;;;;;;;;;;;;;
639;10575694\v9340447;Rosie_SD, Kazus;Apareka;96437468;;;;;;;;;;;;;;
640;427140;VAVAN;Малая сияй;71435140;;;;;;;;;;;;;;
641;673441;Rock Mafia;The Big Bang;33106632;;;;;;;;;;;;;;
642;5007577;Zivert;Ещё хочу;39946956;;;;;;;;;;;;;;
643;6365072;Naiman;Ночь;106624260;;;;;;;;;;;;;;
644;5885296;The Limba;Секрет;104599553;;;;;;;;;;;;;;
645;1111457;Inossi;Longing;95565139;;;;;;;;;;;;;;
646;5672825;St. Leroy II;Don't Touch My Cashmere;54220684;;;;;;;;;;;;;;
